5m_range,1h_range,6h_range,5m_mean
"(782.0, 822.0)","(735.0, 833.0)","(734.375, 842.625)",830.0444444444445
"(1093.5, 1118.5)","(1015.0, 1197.0)","(1126.5, 1558.5)",1121.7307692307693
"(1244.5, 1273.5)","(1202.875, 1295.125)","(1225.25, 1530.75)",1317.7543859649122
"(1514.0, 1514.0)","(1421.0, 1581.0)","(1528.875, 1847.125)",1526.035294117647
"(2073.0, 2243.0)","(1973.5, 2138.5)","(2050.875, 2330.125)",2246.7428571428572
"(3738.0, 3906.0)","(3613.75, 3826.25)","(3510.875, 3953.125)",3765.6575342465753
"(3349.0, 3349.0)","(2779.0, 3095.0)","(2761.25, 3390.75)",3331.5742574257424
"(55.375, 64.625)","(55.0, 63.0)","(54.0, 64.0)",60.02049180327869
"(462.0, 538.0)","(398.375, 472.625)","(415.0, 572.0)",442.7834101382488
"(641.625, 718.375)","(544.25, 658.75)","(418.5, 702.5)",703.4905660377359
"(40321061.25, 40704911.75)","(38138101.625, 39533643.375)","(36709444.5, 37643886.5)",40406313.33203125
"(7100.0, 7220.0)","(7179.0, 7278.0)","(7213.375, 7302.625)",7196.949416342412
"(89.875, 163.125)","(127.375, 162.625)","(147.0, 171.0)",103.66346153846153
"(79578637.0, 80021361.0)","(79350578.75, 80796075.25)","(75877579.5, 81758612.5)",79875800.15272728
"(651.75, 688.25)","(677.0, 717.0)","(669.875, 736.125)",653.1851851851852
"(2101.5, 2106.5)","(2088.0, 2138.0)","(2086.375, 2147.625)",2118.1136363636365
"(24483.0, 24513.0)","(24426.875, 24533.125)","(24471.875, 24593.125)",24573.924528301886
"(72.0, 88.0)","(64.125, 88.875)","(35.5, 50.5)",76.9090909090909
"(119023.125, 119604.875)","(119256.875, 119824.125)","(119369.5, 119779.5)",119674.54891304347
"(1870.0, 2054.0)","(1695.75, 2000.25)","(1363.625, 1708.375)",2020.931174089069
"(1281.5, 1730.5)","(1311.0, 2061.0)","(998.75, 1342.25)",1632.8972972972972
"(919.5, 1072.5)","(951.5, 1050.5)","(878.25, 1085.75)",1020.3841807909605
"(1716.75, 2598.25)","(1693.625, 2559.375)","(1200.625, 1383.375)",2280.2936507936506
"(7627.375, 7763.625)","(7533.75, 7632.25)","(8116.25, 10046.75)",7699.770114942528
"(8109.5, 8126.5)","(8029.875, 8074.125)","(8053.5, 8150.5)",8121.224832214765
"(8961.0, 8983.0)","(8907.375, 8980.625)","(8925.0, 8973.0)",8975.684848484849
"(8918.5, 8999.5)","(8907.75, 9010.25)","(8922.0, 9022.0)",8982.34328358209
"(8936.5, 8963.5)","(8910.0, 8942.0)","(8908.5, 8936.5)",8947.313588850175
"(8944.5, 8953.5)","(8900.875, 8945.125)","(8908.25, 8959.75)",8949.08695652174
"(24767.5, 25914.5)","(25163.125, 26470.875)","(25129.125, 26219.875)",26326.379888268155
"(24976.0, 25384.0)","(24928.5, 25403.5)","(24966.5, 25601.5)",25620.582089552237
"(24917.5, 25582.5)","(25024.0, 25402.0)","(25091.75, 25370.25)",25391.87417218543
"(25131.5, 25206.5)","(25101.25, 25168.75)","(25051.375, 25356.625)",25527.911111111112
"(5168.0, 5168.0)","(5013.0, 5187.0)","(5590.5, 7067.5)",5415.933333333333
"(198.5, 399.5)","(-31.0, 225.0)","(38.375, 119.625)",1181.940170940171
"(114.5, 135.5)","(115.5, 136.5)","(126.5, 153.5)",117.36363636363636
"(2256.5, 2751.5)","(2303.25, 2774.75)","(2767.5, 3468.5)",2681.3846153846152
"(8133.5, 8258.5)","(8132.75, 8284.25)","(8171.875, 8246.125)",8230.623529411765
"(29610.0, 29895.0)","(29487.5, 30360.5)","(29650.75, 30111.25)",29887.960317460318
"(13.0, 13.0)","(13.0, 13.0)","(12.5, 13.5)",12.829545454545455
"(78.0, 90.0)","(79.0, 91.0)","(83.5, 110.5)",85.09868421052632
"(417.875, 426.125)","(453.0, 525.0)","(504.875, 603.125)",427.57211538461536
"(3894.5, 3965.5)","(3598.0, 4650.0)","(4310.75, 5062.25)",3889.633333333333
"(556.75, 585.25)","(581.875, 606.125)","(572.375, 603.625)",571.2807881773399
"(2740.375, 3269.625)","(1648.5, 2553.5)","(1962.75, 2134.25)",2769.575
"(2975.5, 2986.5)","(3508.0, 3662.0)","(2655.5, 5478.5)",2981.4795321637425
"(583.5, 616.5)","(226.5, 304.5)","(248.375, 449.625)",558.8387096774194
"(804.0, 1562.0)","(289.0, 357.0)","(521.5, 708.5)",1188.1904761904761
"(8793.0, 9599.0)","(7547.625, 9420.375)","(10117.0, 12785.0)",9215.547368421052
"(826.5, 2623.5)","(1062.25, 1278.75)","(843.25, 1352.75)",1886.793893129771
"(975.5, 1046.5)","(975.375, 1000.625)","(948.0, 1000.0)",1003.1762589928057
"(1123.0, 1133.0)","(1051.875, 1228.125)","(812.0, 1123.0)",1145.6299212598426
"(1656.75, 1901.25)","(1676.75, 1813.25)","(1495.875, 1973.125)",1811.5521235521235
"(893.0, 1323.0)","(1062.25, 1215.75)","(873.0, 1413.0)",1305.6899224806202
"(50.0, 52.0)","(48.5, 51.5)","(46.5, 49.5)",50.7108843537415
"(1034.0, 1046.0)","(1033.0, 1057.0)","(950.875, 1011.125)",1037.1180555555557
"(195.5, 198.5)","(192.5, 195.5)","(190.0, 194.0)",197.34006734006735
"(9.5, 10.5)","(9.5, 10.5)","(8.875, 9.125)",10.03584229390681
"(24.5, 27.5)","(24.0, 27.0)","(16.875, 19.125)",26.881481481481483
"(88.625, 93.375)","(93.0, 105.0)","(62.5, 93.5)",91.25862068965517
"(185.5, 292.5)","(171.0, 191.0)","(183.875, 237.125)",225.52669039145908
"(17.0, 19.0)","(16.5, 17.5)","(15.0, 17.0)",17.12280701754386
"(102.5, 107.5)","(86.625, 141.375)","(80.75, 121.25)",105.29411764705883
"(1198.0, 1358.0)","(955.0, 1057.0)","(874.75, 1011.25)",1210.2
"(-36.0, 334.0)","(110.5, 217.5)","(136.25, 193.75)",272.09022556390977
"(110.0, 122.0)","(83.0, 157.0)","(98.0, 180.0)",112.67164179104478
"(82.5, 197.5)","(111.375, 178.625)","(157.0, 244.0)",180.8953068592058
"(1824.0, 1826.0)","(1818.0, 1856.0)","(1831.5, 1862.5)",1826.0478260869565
"(912.0, 940.0)","(910.5, 927.5)","(897.875, 921.125)",927.7016129032259
"(483.0, 489.0)","(481.0, 489.0)","(471.5, 488.5)",487.2416666666667
"(320.0, 332.0)","(310.875, 327.125)","(309.375, 320.625)",329.187969924812
"(613.5, 726.5)","(635.5, 697.5)","(520.125, 807.875)",681.1607142857143
"(406.5, 493.5)","(246.375, 319.625)","(284.375, 409.625)",441.265625
"(2153.0, 2485.0)","(1957.625, 2419.375)","(1914.25, 2214.75)",2347.9640287769785
"(11628.0, 11742.0)","(11679.0, 11811.0)","(11608.75, 11759.25)",11719.424778761062
"(2776.0, 2796.0)","(2751.0, 2778.0)","(2773.25, 2825.75)",2793.6384976525824
"(1172.0, 1176.0)","(1183.875, 1200.125)","(1129.0, 1187.0)",1179.1795918367347
"(568.5, 573.5)","(550.0, 564.0)","(564.5, 589.5)",573.5729729729729
"(340.0, 342.0)","(345.375, 354.625)","(348.875, 363.125)",342.06694560669456
"(438.0, 472.0)","(449.5, 512.5)","(341.875, 487.125)",452.70157068062827
"(165.0, 183.0)","(166.0, 174.0)","(159.0, 189.0)",179.796992481203
"(1790.0, 2008.0)","(1648.875, 1901.125)","(1632.0, 1898.0)",1911.9610389610389
"(14724.875, 14910.125)","(14395.75, 15022.25)","(13267.25, 13839.75)",14904.233333333334
"(158.5, 163.5)","(149.5, 158.5)","(130.0, 148.0)",162.4095744680851
"(528.25, 535.75)","(522.5, 541.5)","(525.75, 558.25)",531.8008658008658
"(702.5, 709.5)","(687.0, 703.0)","(700.875, 713.125)",705.0054644808744
"(1054.375, 1065.625)","(1059.0, 1087.0)","(1062.375, 1100.625)",1056.4431818181818
"(1979.75, 2028.25)","(1948.5, 2017.5)","(1957.875, 2032.125)",2014.6158536585365
"(11773.0, 11952.0)","(11955.625, 12178.375)","(11783.5, 12130.5)",11892.79411764706
"(153.125, 160.875)","(149.75, 164.25)","(125.5, 166.5)",162.7736842105263
"(1122.0, 1140.0)","(1126.5, 1141.5)","(1129.25, 1146.75)",1134.5054545454545
"(153.5, 160.5)","(155.25, 162.75)","(134.0, 166.0)",161.76666666666668
"(555.0, 565.0)","(501.5, 536.5)","(527.875, 591.125)",1464.3405017921148
"(2085.0, 2096.0)","(2091.5, 2114.5)","(2053.0, 2171.0)",2088.27868852459
"(12226.25, 12251.75)","(12120.125, 12276.875)","(12149.75, 12296.25)",12276.741803278688
"(241.125, 280.875)","(286.0, 412.0)","(261.5, 388.5)",261.26153846153846
"(12505.75, 12674.25)","(12290.75, 12490.25)","(12239.75, 12424.25)",12608.841549295774
"(332.25, 387.75)","(346.875, 416.125)","(354.5, 479.5)",345.5034013605442
"(450.0, 450.0)","(335.5, 526.5)","(327.25, 527.75)",446.90816326530614
"(1053.5, 1102.5)","(1108.625, 1298.375)","(1229.875, 1440.125)",1078.6640926640928
"(581.5, 734.5)","(533.125, 679.875)","(579.25, 670.75)",683.8
"(805.0, 853.0)","(805.0, 898.0)","(836.5, 935.5)",811.8388888888888
"(126.75, 149.25)","(131.5, 198.5)","(129.5, 204.5)",135.28155339805826
"(1934.375, 1983.625)","(1896.125, 2070.875)","(2023.375, 2316.625)",1972.4833333333333
"(71.0, 75.0)","(49.5, 70.5)","(2.0, 32.0)",68.39084507042253
"(10.0, 10.0)","(10.0, 10.0)","(7.5, 10.5)",9.816326530612244
"(20.0, 20.0)","(20.0, 20.0)","(19.5, 20.5)",19.82101167315175
"(190.0, 200.0)","(181.5, 196.5)","(179.0, 199.0)",191.58823529411765
"(302.5, 347.5)","(269.0, 293.0)","(262.0, 276.0)",324.03636363636366
"(211.5, 236.5)","(218.5, 231.5)","(232.875, 253.125)",227.94202898550725
"(1671.5, 1688.5)","(1631.5, 1660.5)","(1543.875, 1622.125)",1698.5551020408163
"(3666.0, 3724.0)","(3343.75, 3670.25)","(3260.625, 3529.375)",3690.3145539906104
"(2451.375, 2482.625)","(2490.25, 2645.75)","(2280.75, 2415.25)",2450.5170454545455
"(1768.125, 1787.875)","(1767.5, 1806.5)","(1717.75, 1768.25)",1775.6049382716049
"(1486.0, 1500.0)","(1438.5, 1489.5)","(1367.875, 1432.125)",1501.632743362832
"(128.5, 179.5)","(122.875, 179.125)","(125.5, 204.5)",209.4681647940075
"(35.5, 36.5)","(34.0, 37.0)","(32.5, 35.5)",36.6518771331058
"(174.0, 181.0)","(157.375, 172.625)","(153.875, 166.125)",178.55555555555554
"(397.0, 401.0)","(407.375, 517.625)","(366.875, 580.125)",393.6551724137931
"(430.5, 437.5)","(409.25, 458.75)","(365.0, 485.0)",426.03050847457627
"(198.5, 231.5)","(206.375, 235.625)","(198.875, 337.125)",182.4814814814815
"(960.5, 1019.5)","(616.125, 880.875)","(790.125, 994.875)",943.0719178082192
"(88.625, 107.375)","(88.0, 108.0)","(83.0, 117.0)",115.75555555555556
"(640.25, 878.75)","(475.0, 551.0)","(547.625, 741.375)",687.625850340136
"(122.0, 128.0)","(120.0, 125.0)","(120.0, 152.0)",124.50549450549451
"(96.5, 103.5)","(101.5, 110.5)","(127.5, 222.5)",100.65734265734265
"(3.5, 4.5)","(3.5, 4.5)","(2.5, 3.5)",4.2405063291139244
"(40.5, 47.5)","(40.0, 44.0)","(46.0, 58.0)",46.240196078431374
"(71.5, 168.5)","(69.875, 122.125)","(88.0, 98.0)",124.0669014084507
"(212.5, 263.5)","(180.5, 233.5)","(195.375, 245.625)",210.92605633802816
"(146.5, 161.5)","(129.5, 158.5)","(130.0, 176.0)",155.65140845070422
"(360.5, 637.5)","(66.5, 353.5)","(173.375, 418.625)",414.34191176470586
"(575.0, 575.0)","(90.0, 472.0)","(189.25, 510.75)",548.30859375
"(815.0, 1181.0)","(237.125, 461.875)","(120.375, 366.625)",2356.524017467249
"(665.0, 665.0)","(658.625, 705.375)","(702.0, 882.0)",671.030303030303
"(74.0, 90.0)","(-57.25, 333.25)","(79.75, 130.25)",79.3886925795053
"(-41.0, 219.0)","(51.5, 154.5)","(71.0, 87.0)",228.78169014084506
"(375.5, 524.5)","(489.0, 631.0)","(720.25, 981.75)",485.8477508650519
"(91.5, 94.5)","(89.5, 96.5)","(87.0, 99.0)",92.4020979020979
"(31.5, 38.5)","(32.0, 38.0)","(32.5, 43.5)",37.375
"(14.0, 22.0)","(15.0, 24.0)","(14.0, 20.0)",18.15813953488372
"(7.0, 9.0)","(7.5, 8.5)","(6.0, 8.0)",8.597269624573379
"(48.0, 58.0)","(30.5, 43.5)","(30.0, 38.0)",55.208333333333336
"(6.5, 7.5)","(5.5, 6.5)","(4.5, 5.5)",7.0646258503401365
"(89.0, 93.0)","(90.0, 104.0)","(75.875, 96.125)",90.16494845360825
"(33.5, 36.5)","(36.375, 39.625)","(33.5, 38.5)",34.78321678321678
"(8.0, 10.0)","(7.5, 8.5)","(6.5, 7.5)",8.996503496503497
"(5.5, 8.5)","(6.5, 9.5)","(5.0, 7.0)",7.149825783972125
"(27.5, 28.5)","(27.0, 29.0)","(20.0, 24.0)",27.917525773195877
"(20.0, 20.0)","(15.125, 26.875)","(17.0, 21.0)",19.68016194331984
"(481985.0, 491159.0)","(483082.25, 503596.75)","(469750.25, 499603.75)",486927.9481865285
"(605152.0, 618834.0)","(604449.5, 618972.5)","(603331.875, 616995.125)",616549.3306122449
"(908.0, 922.0)","(928.0, 970.0)","(932.25, 977.75)",910.344262295082
"(454.0, 460.0)","(451.5, 468.5)","(418.25, 461.75)",457.9769585253456
"(164.0, 172.0)","(170.0, 186.0)","(154.5, 181.5)",171.05789473684212
"(15815276.0, 15969986.0)","(15339397.0, 16136142.0)","(12705146.875, 14662425.125)",15921245.09387755
"(15900164.5, 16039835.5)","(15301462.625, 16190317.375)","(12842403.25, 14759033.75)",15955261.904977376
"(15898716.75, 16020916.25)","(15088742.0, 15902662.0)","(12708952.0, 14686989.0)",16006807.37586207
"(60.375, 75.625)","(59.75, 78.25)","(43.5, 72.5)",97.28571428571429
"(600.0, 604.0)","(595.0, 609.0)","(603.5, 618.5)",603.9281045751634
"(1007.5, 1010.5)","(1009.5, 1024.5)","(1002.0, 1038.0)",1010.2755102040817
"(7111.0, 7277.0)","(6995.0, 7354.0)","(6620.0, 8312.0)",7112.8421052631575
"(33312.5, 36681.5)","(30464.0, 31530.0)","(30097.25, 31098.75)",33579.52
"(5334.25, 5487.75)","(4982.5, 5839.5)","(5177.5, 6106.5)",5411.688741721854
"(2153.5, 2434.5)","(2015.5, 2568.5)","(1690.375, 2171.625)",2477.9252669039147
"(2422.875, 2569.125)","(1657.25, 2217.75)","(1779.75, 2022.25)",2365.7083333333335
"(1860.0, 1892.0)","(1767.625, 1895.375)","(1853.25, 2477.75)",1865.7912457912457
"(2340.25, 3303.75)","(1863.875, 2241.125)","(1890.875, 2139.125)",2812.1310344827584
"(2623.5, 3012.5)","(2045.75, 2924.25)","(2052.875, 2622.125)",2753.521582733813
"(2044.5, 2055.5)","(2026.0, 2084.0)","(1969.875, 2463.125)",2032.1231343283582
"(2788.5, 2929.5)","(2644.0, 2880.0)","(2674.25, 3096.75)",2894.804195804196
"(56.25, 57.75)","(49.5, 60.5)","(48.0, 52.0)",56.0801393728223
"(4432.5, 5381.5)","(3475.5, 6340.5)","(3000.25, 3701.75)",4671.8056537102475
"(33.5, 34.5)","(31.0, 33.0)","(28.5, 33.5)",33.38709677419355
"(1097.25, 1176.75)","(1085.75, 1178.25)","(648.25, 1503.75)",1097.5967741935483
"(1655.5, 1754.5)","(1590.0, 1810.0)","(1455.5, 2377.5)",1684.151851851852
"(300.875, 321.125)","(320.5, 341.5)","(333.75, 382.25)",314.2142857142857
"(3166.0, 3334.0)","(3069.625, 3261.375)","(3381.875, 4016.125)",3333.9254385964914
"(152.625, 167.375)","(141.5, 170.5)","(131.0, 175.0)",156.87878787878788
"(46024099.0, 46875901.0)","(46564336.0, 48096324.0)","(41937199.5, 44947654.5)",46419952.49390244
"(44.5, 49.5)","(42.5, 59.5)","(28.5, 43.5)",46.44385026737968
"(31.0, 33.0)","(31.5, 34.5)","(32.5, 35.5)",31.28472222222222
"(25.0, 55.0)","(31.5, 72.5)","(63.5, 88.5)",50.31386861313869
"(10.0, 10.0)","(9.5, 10.5)","(6.0, 10.0)",9.563218390804598
"(32.5, 37.5)","(31.0, 37.0)","(31.5, 38.5)",35.587443946188344
"(45.0, 51.0)","(44.5, 51.5)","(51.5, 58.5)",48.97153024911032
"(29.5, 30.5)","(29.5, 30.5)","(28.5, 31.5)",30.42960288808664
"(11856.625, 12776.375)","(11441.625, 14295.375)","(10406.5, 13020.5)",11509.111111111111
"(36.125, 41.875)","(38.0, 44.0)","(33.875, 48.125)",42.469026548672566
"(777456.25, 836995.75)","(730224.0, 806048.0)","(728557.5, 814305.5)",804303.6275510204
"(645543.5, 705086.5)","(618161.875, 674963.125)","(661048.5, 732369.5)",675998.6954545454
"(651161.375, 683967.625)","(649762.25, 691613.75)","(670883.75, 728358.25)",676424.7596153846
"(881739.5, 903754.5)","(783745.5, 880398.5)","(818852.25, 908429.75)",889630.682051282
"(2648.5, 19073.5)","(2526.0, 19196.0)","(-850.0, 29956.0)",21672.3671875
"(183.0, 185.0)","(174.0, 182.0)","(153.5, 170.5)",183.70469798657717
"(20299.0, 24633.0)","(20353.0, 24579.0)","(17814.5, 23495.5)",20485.055555555555
"(62.5, 65.5)","(59.0, 69.0)","(46.375, 59.625)",62.34444444444444
"(1142797.5, 1166334.5)","(1106432.625, 1158295.375)","(1099448.5, 1166335.5)",1150748.1393939394
"(56.5, 61.5)","(73.375, 124.625)","(46.375, 90.625)",63.838951310861425
"(27.0, 29.0)","(25.5, 30.5)","(24.0, 30.0)",27.68553459119497
"(655.0, 965.0)","(761.5, 1004.5)","(899.25, 1064.75)",895.3448275862069
"(22788.0, 41452.0)","(24095.0, 50905.0)","(26537.5, 36548.5)",39477.44370860927
"(394689.75, 466758.25)","(391483.0, 431139.0)","(419445.5, 515376.5)",442947.9428571428
"(171.5, 172.5)","(148.5, 179.5)","(134.5, 177.5)",172.1627118644068
"(129.375, 168.625)","(130.5, 167.5)","(125.5, 172.5)",1022.0044247787611
"(2116204.0, 2183796.0)","(2070389.25, 2197610.75)","(1921808.75, 2028186.25)",2161595.727272727
"(15779.0, 17661.0)","(16646.25, 19073.75)","(17658.0, 20424.0)",16774.623853211007
"(73560.5, 79239.5)","(72180.125, 77212.875)","(73076.875, 86562.125)",75986.96414342629
"(6970.0, 13328.0)","(9284.0, 14074.0)","(11522.125, 15077.875)",11651.654088050314
"(13049.625, 18948.375)","(12119.625, 16261.375)","(12341.875, 15978.125)",14697.59756097561
"(111.0, 111.0)","(111.0, 111.0)","(111.0, 111.0)",512.0689655172414
"(17625.5, 22374.5)","(16945.625, 21006.375)","(15634.25, 20087.75)",19366.073732718894
"(7184.5, 14239.5)","(10024.5, 16399.5)","(11520.0, 16005.0)",13379.655737704918
"(2621.25, 2744.75)","(2657.5, 2724.5)","(2281.0, 3125.0)",12925.327586206897
"(82.125, 140.875)","(92.75, 133.25)","(97.125, 128.875)",96.39830508474576
"(665.0, 815.0)","(659.5, 840.5)","(166.0, 1334.0)",918.7951807228916
"(675.5, 1124.5)","(683.5, 816.5)","(394.25, 758.75)",814.9621212121212
"(97.0, 103.0)","(100.0, 108.0)","(103.0, 125.0)",102.10975609756098
"(800.0, 806.0)","(796.0, 818.0)","(761.375, 831.625)",805.752688172043
"(688129.0, 726043.0)","(692184.25, 747815.75)","(514558.125, 813468.875)",704181.2588832488
"(7362.0, 7428.0)","(7587.25, 7748.75)","(8074.0, 9729.0)",7415.394422310757
"(1146042.625, 1171989.375)","(1116957.375, 1156374.625)","(1030622.125, 1229018.875)",1162742.4664179105
"(3437.0, 3509.0)","(3327.25, 3573.75)","(2886.125, 3122.875)",3487.6008583690987
"(36350038.75, 36721281.25)","(35312197.0, 37256811.0)","(30688796.25, 34081015.75)",36541761.75862069
"(58205.125, 62350.875)","(60669.25, 63170.75)","(61019.125, 64076.875)",61075.03703703704
"(31787.5, 35892.5)","(34313.0, 41820.0)","(36143.75, 45320.25)",32436.574162679426
"(1617.0, 2713.0)","(1184.375, 1321.625)","(1403.625, 1808.375)",2005.9827586206898
"(389.5, 394.5)","(385.5, 408.5)","(385.5, 414.5)",395.2597402597403
"(770.5, 819.5)","(733.625, 775.375)","(726.75, 765.25)",816.2686567164179
"(17100691.625, 17270689.375)","(16267001.0, 18258979.0)","(13373261.25, 15129906.75)",17188136.713114753
"(11987139.25, 12113247.75)","(12107260.0, 12426055.0)","(10559433.75, 12338681.25)",12062345.54
"(105454687.0, 107119001.0)","(103796571.0, 105697823.0)","(100187191.125, 104564662.875)",105966152.58378379
"(60528.5, 66727.5)","(62098.625, 65472.375)","(59714.75, 70562.25)",64169.641304347824
"(80198397.25, 80801602.75)","(79272337.25, 80529875.75)","(78747039.75, 80170329.25)",80557425.0875
"(9099531.375, 9185826.625)","(9228100.75, 9383252.25)","(9264959.25, 9669166.75)",9147842.681818182
"(11183350.75, 11402123.25)","(10344887.875, 11060318.125)","(9663760.5, 11330400.5)",11265404.43367347
"(30.5, 41.5)","(30.0, 34.0)","(29.375, 40.625)",35.072
"(78952209.625, 80046787.375)","(79315764.625, 81552497.375)","(72758284.0, 82685796.0)",79659127.75531915
"(71804496.5, 72991503.5)","(71735374.5, 73382669.5)","(69079225.5, 72682470.5)",72783355.6
"(1141357.875, 1182024.125)","(1150164.75, 1187061.25)","(1150929.125, 1195631.875)",1166379.885
"(17022388.0, 17315610.0)","(17164330.0, 17500576.0)","(17597838.125, 20194597.875)",17169998.674556214
"(47280.0, 49237.0)","(47466.375, 48606.625)","(47520.0, 48422.0)",47918.3275862069
"(954035.5, 1052732.5)","(1074111.875, 1146648.125)","(1058310.0, 1291672.0)",1009075.4802259887
"(2169.25, 2272.75)","(2209.375, 2358.625)","(2021.25, 2426.75)",2190.5080213903743
"(1280.5, 2119.5)","(1369.5, 2030.5)","(844.0, 2156.0)",1736.0963302752293
"(114.25, 127.75)","(117.0, 127.0)","(113.875, 132.125)",127.67647058823529
"(884.5, 1271.5)","(963.25, 1664.75)","(518.0, 2294.0)",1038.9163179916318
"(1723.5, 1872.5)","(1548.0, 1894.0)","(1463.375, 1852.625)",1820.2846153846153
"(1763.0, 2235.0)","(1060.375, 1433.625)","(964.875, 1432.125)",2073.405498281787
"(1344.0, 1424.0)","(1261.375, 1536.625)","(1219.375, 1458.625)",1394.7509433962264
"(3184.5, 3289.5)","(3081.625, 3225.375)","(2970.125, 3398.875)",3257.1862068965515
"(1592.5, 1719.5)","(1682.0, 1888.0)","(888.0, 1709.0)",1589.3976377952756
"(900.0, 3900.0)","(449.5, 3550.5)","(680.25, 993.75)",3200.4876543209875
"(3210.5, 4289.5)","(2670.75, 3025.25)","(2681.25, 3087.75)",3708.3839285714284
"(3000.0, 3000.0)","(1811.5, 2606.5)","(2095.0, 2785.0)",3000.0
"(67.5, 70.5)","(68.5, 73.5)","(59.0, 73.0)",67.92446043165468
"(8690272.625, 9309727.375)","(8523584.0, 9120218.0)","(8363098.0, 9141591.0)",9115900.086206896
"(94.0, 140.0)","(114.375, 129.625)","(127.0, 157.0)",100.1457627118644
"(434853.75, 503854.25)","(443798.5, 476317.5)","(472488.125, 553678.875)",492478.4923076923
"(1743.5, 1748.5)","(1634.5, 1767.5)","(1505.5, 1590.5)",1747.2790697674418
"(-3425.5, 5423.5)","(39.75, 52.25)","(34.5, 55.5)",3867.588888888889
"(794107.25, 809998.75)","(784187.875, 814635.125)","(787731.625, 836591.375)",809504.3298429319
"(675991.25, 684002.75)","(700612.0, 723174.0)","(599573.0, 663513.0)",682834.7872340425
"(314.5, 325.5)","(300.0, 340.0)","(301.0, 342.0)",319.01680672268907
"(38.5, 41.5)","(39.0, 45.0)","(44.5, 51.5)",38.680701754385964
"(221.0, 235.0)","(207.0, 219.0)","(222.0, 239.0)",229.57950530035336
"(290.5, 319.5)","(276.25, 323.75)","(168.25, 294.75)",339.1206225680934
"(4361.0, 4439.0)","(4379.5, 4454.5)","(4360.5, 4547.5)",4375.442028985507
"(282.5, 297.5)","(275.0, 291.0)","(282.5, 301.5)",293.3785046728972
"(198.5, 199.5)","(193.5, 202.5)","(148.0, 194.0)",196.840830449827
"(104.0, 108.0)","(104.375, 149.625)","(66.5, 83.5)",107.43661971830986
"(180873.5, 189122.5)","(175378.5, 185377.5)","(159410.625, 182589.375)",181149.54736842104
